Data_Status,State,MSN,variable,value,Description,Unit,Code12,Energy Type,Code34,Sector
2017F,US,TPOPP,1987,242289.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,UT,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,UT,TPOPP,1987,1678.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VA,TPOPP,1987,5932.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VT,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VT,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VT,TPOPP,1987,540.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WA,TPOPP,1987,4532.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,1987,4778.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,1987,1858.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,1987,477.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,1988,542.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,1988,4024.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,1988,2343.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,1988,3535.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,1988,28464.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,1988,3262.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,1988,3272.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,1988,630.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,1988,648.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,1988,12306.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,1988,6316.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,1988,1080.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,1988,2768.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,1988,986.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,1988,11390.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,1988,5492.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,1988,2462.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,1988,3680.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,1988,4289.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,1988,5980.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,1988,4658.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,1988,1204.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,1988,9218.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,1988,4296.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,1988,5082.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,1988,2580.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,1988,800.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,1988,6481.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,1988,655.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NE,TPOPP,1988,1571.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,1988,1083.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,1988,7712.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,1988,1490.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,1988,1075.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,1988,17941.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,1988,10799.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,1988,3167.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,1988,2741.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,1988,11846.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,1988,996.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,1988,3412.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,1988,698.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,1988,4822.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,1988,16667.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,1988,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,US,TPOPP,1988,244499.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,1988,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
